126:127C,127N:128N,127N:127C,126:128N,126:128C,127N:129C,127N:128C,126:129N,128C:129C,129N:130N,129N:129C,128C:130N,accession_number,numPepsUnique,accession_numbers,entry_name,FBgn,flybase,plasma membrane,membrane,cytosol,nucleus,mitochondria
0.0405,-0.222,-0.2245,0.109,0.344,-0.359,0.009,0.2565,-0.399,-0.117,-0.341,-0.195,Q8T3P0,39,Q8T3P0|Q9VNX4,GM01289p,FBgn0037138,P5CDh1,0,0,0,0,1
-0.2425,-0.312,-0.1175,-0.475,-0.422,-0.395,-0.266,-0.2145,-0.175,0.244,-0.341,0.481,Q9V9S8,2,Q9V9S8|Q9V9S8-2|Q9V9S8-3,"Ferrochelatase, mitochondrial",FBgn0266268,FeCH,0,1,0,0,1
-0.2575,-0.129,-0.3185,-0.116,0.102,-0.136,0.062,0.0855,-0.387,-0.102,-0.341,-0.025,Q9VM49,10,Q9VM49|Q8IPI7,"CG11266, isoform A",FBgn0031883,Caper,0,0,0,1,0
0.1845,-0.209,-0.5675,0.265,0.921,-0.412,0.178,0.5215,-0.309,0.019,-0.342,-0.118,Q7K084,3,Q7K084,Obp44a,FBgn0033268,Obp44a,0,0,0,0,0
-0.0715,0.016,-0.3375,0.158,0.166,-0.449,-0.011,0.0505,-0.461,0.021,-0.342,-0.036,P07764,28,P07764|F3YDB5|P07764-3|P07764-2|F3YDA0|Q86NZ4,Fructose-bisphosphate aldolase,FBgn0000064,Ald,0,0,0,0,0
0.0405,-0.592,-0.1265,-0.217,0.045,-0.32,-0.127,0.0985,-0.278,-0.773,-0.343,-0.547,A5XCQ9,9,A5XCQ9|A5XCQ7|Q9W2M2|A5XCQ4|Q9W2M2-2|Q9W2M2-3,Trehalase (Fragment),FBgn0003748,Treh,0,0,0,0,0
0.0965,0.087,0.1975,-0.053,0.037,-0.021,0.175,0.0585,-0.242,-0.004,-0.344,0.045,Q9VX63,2,Q9VX63|Q8SXN5,CG8915,FBgn0030833,CG8915,0,0,1,0,0
-0.4525,-0.155,-0.4025,-0.142,0.087,-0.399,0.004,0.0335,-0.373,-0.297,-0.344,-0.424,Q7KVX1,10,Q7KVX1|Q9W4H6|Q7YU05|F6J1A7,"Lethal (1) G0334, isoform C",FBgn0028325,Pdha,0,0,0,0,1
0.1115,-0.048,-0.1425,0.232,0.269,-0.171,0.059,0.0635,-0.24,0.003,-0.345,-0.039,A8DYB0,5,A8DYB0|A1Z8Q2|A2VEG7,"CG13185, isoform C",FBgn0033661,CG13185,0,0,0,1,0
-0.2145,-0.157,-0.2575,-0.104,-0.182,-0.264,-0.086,0.1195,0.21,-0.379,-0.345,-0.222,Q9VB69,6,Q9VB69|E1JIZ4|E1JIZ5|Q9U1J0,Malic enzyme,FBgn0029155,Men-b,0,0,0,0,0
-0.2205,-0.086,-0.2945,-0.066,-0.011,-0.385,-0.114,0.0165,-0.291,-0.103,-0.345,-0.148,Q9VXJ0,20,Q9VXJ0,Peroxisomal multifunctional enzyme type 2,FBgn0030731,Mfe2,0,0,0,0,0
0.0055,0.059,-0.5705,0.081,0.167,-0.351,-0.139,0.3635,-0.313,-0.328,-0.346,-0.307,Q24048-2,4,Q24048-2|Q24048,Isoform 2.1 of Sodium/potassium-transporting ATPase subunit beta-2,FBgn0015777,nrv2,1,1,0,0,0
-0.9095,-0.298,-0.9015,-0.343,0.044,-0.572,0.083,-0.2695,-0.7,-0.042,-0.346,-0.327,Q9VQZ8,2,Q9VQZ8|Q8T096,CG15439,FBgn0031606,CG15439,0,0,0,0,0
-0.3405,-0.343,-0.5035,-0.218,0.123,-0.616,-0.009,-0.1415,-0.652,-0.079,-0.347,-0.315,Q9VN77,2,Q9VN77,CG12007,FBgn0037293,CG12007,0,0,0,0,0
-0.4275,0.035,0.1305,-0.208,-0.016,0.067,0.182,-0.1535,-0.172,-0.123,-0.348,-0.007,Q9VCG3,4,Q9VCG3,Putative OPA3-like protein CG13603,FBgn0039126,CG13601,0,0,0,0,1
-0.2525,-0.429,-0.3165,-0.321,-0.179,-0.391,-0.143,-0.0445,-0.214,-0.009,-0.349,0.162,Q9VY78,6,Q9VY78,Chloride intracellular channel,FBgn0030529,Clic,0,1,0,0,1
-0.1545,-0.072,-0.2795,-0.084,-0.042,-0.332,0.009,0.1345,-0.364,-0.091,-0.351,-0.13,P25007,15,P25007|F6J7B3|Q5U0U2|Q7K2I4,Peptidyl-prolyl cis-trans isomerase,FBgn0004432,Cyp1,0,1,1,1,0
-0.5155,-0.278,-0.4275,-0.356,-0.147,-0.438,-0.102,-0.1035,-0.332,-0.197,-0.351,-0.199,A8DZ29,26,A8DZ29|O61380|Q7YU50,"Eukaryotic translation initiation factor 4G, isoform B",FBgn0023213,eIF4G1,0,0,0,0,0
-1.0715,0.221,-1.0135,0.125,-0.271,-0.716,-0.182,-0.4585,-0.579,0.525,-0.351,0.367,Q9VUB5,2,Q9VUB5,CG9007,FBgn0036398,upSET,0,0,0,1,0
0.1115,-0.188,-0.0805,-0.089,0.184,-0.208,0.161,0.1255,-0.145,-0.12,-0.352,-0.19,Q86DS7,7,Q86DS7|Q24133,DNAJ-1,FBgn0263106,DnaJ-1,0,0,0,0,0
-0.2315,-0.071,-0.4025,0.036,0.131,-0.284,-0.073,0.1985,-0.272,-0.154,-0.353,0.006,P00334,11,P00334|Q29QY4|Q1ECB3,Alcohol dehydrogenase,FBgn0000055,Adh,0,0,0,0,0
-0.4105,-0.254,-0.4635,-0.163,0.164,-0.469,-0.156,0.0345,-0.334,-0.23,-0.353,-0.29,Q9VVA6,14,Q9VVA6,Nuclear migration protein NudC,FBgn0021768,nudC,0,0,1,1,0
0.2805,-0.286,-0.1565,0.236,0.111,-0.357,-0.081,0.3385,-0.17,-0.18,-0.354,-0.125,Q8T3U2,11,Q8T3U2,40S ribosomal protein S23,FBgn0033912,RpS23,0,1,1,0,0
-0.0495,0.374,0.2145,-0.02,-0.12,-0.365,0.089,-0.1265,-0.087,-0.059,-0.354,-0.103,Q7K4C2,4,Q7K4C2,CG7737,FBgn0033584,CG7737,0,0,0,0,0
-0.4035,-0.214,-0.3095,-0.318,-0.049,-0.347,-0.016,-0.1895,-0.418,-0.139,-0.354,-0.362,L0MPN7,15,L0MPN7|Q9V4D6|L0MPX5|L0MLN1|Q8IMC6|A8E766|L0MN72|Q8IMC5|L0MLK2|Q4V5D7,"Asator, isoform H",FBgn0039908,Asator,0,0,1,0,0
-0.5245,-0.068,-0.2545,-0.376,-0.286,-0.436,0.015,-0.3875,-0.495,-0.066,-0.354,-0.137,Q9VES8,2,Q9VES8|O16050|Q95SB2,CG10340,FBgn0022344,CG10340,0,0,0,0,1
-0.4955,-0.332,-0.4295,-0.318,-0.087,-0.372,-0.136,-0.0735,-0.357,-0.132,-0.355,0.325,Q9W5N2,2,Q9W5N2,60S ribosomal protein L38,FBgn0040007,RpL38,0,1,0,0,0
-0.2635,-0.329,-0.4845,-0.225,-0.147,-0.499,-0.248,-0.0805,-0.451,-0.531,-0.358,-0.315,Q8MR58,6,Q8MR58|Q0KHZ6,GH14462p (Fragment),FBgn0039697,CG7834,0,0,0,0,1
-0.3155,-0.538,-0.5345,-0.354,-0.227,-0.343,-0.213,0.0665,-0.188,-0.466,-0.358,0.019,Q9U3Z7,2,Q9U3Z7,NHP2-like protein 1 homolog,FBgn0015393,hoip,0,0,0,1,0
-0.6645,-0.316,-0.7085,-0.31,0.082,-0.478,0.068,-0.1105,-0.591,-0.355,-0.358,-0.519,Q8T922,2,Q8T922|Q9VK35|F0JAJ9,AT04231p,FBgn0032474,DnaJ-H,0,0,0,0,0
-0.0415,-0.449,-0.3415,-0.421,-0.005,-0.487,-0.156,-0.0375,-0.323,-0.161,-0.36,-0.165,Q9VEK6,2,Q9VEK6|Q9VEK6-2,Leucine-rich repeat protein soc-2 homolog,FBgn0038504,Sur-8,0,0,0,0,0
-0.2975,-0.733,-0.5425,-0.52,0.032,-0.45,-0.173,0.0055,-0.344,-0.571,-0.36,-0.48,Q9TWZ1,22,Q9TWZ1|Q3YMU0|Q95T75,Protein disulphide isomerase isoform/multifunctional endoplasmic reticulum luminal polypeptide (D-ERp60),FBgn0033663,ERp60,0,0,0,0,0
-0.6145,-0.271,-0.7015,-0.222,-0.087,-0.439,-0.143,-0.0275,-0.341,-0.121,-0.36,-0.032,Q9VC57,2,Q9VC57,Atlastin,FBgn0039213,atl,0,1,1,0,0
-0.2375,-0.329,-0.3905,-0.19,-0.107,-0.404,-0.124,-0.0345,-0.311,-0.278,-0.361,-0.167,Q94522,12,Q94522|A0AMM0|Q9VDW7,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",FBgn0004888,Scsalpha1,0,0,0,0,1
-0.2745,-0.279,-0.2225,-0.369,-0.587,-0.423,-0.504,-0.1495,0.036,-0.012,-0.361,0.455,Q95RN0,2,Q95RN0|Q95RN0-2,UPF0528 protein CG10038,FBgn0038013,CG10038,0,0,0,0,0
-0.4195,-0.31,-0.3965,-0.27,-0.124,-0.345,-0.178,-0.0165,-0.217,-0.071,-0.362,0.152,Q9VH07,8,Q9VH07,RuvB-like helicase 1,FBgn0040078,pont,0,0,0,1,0
-0.5245,-0.472,-0.4635,-0.42,-0.255,-0.485,-0.178,-0.2255,-0.433,-0.502,-0.362,-0.388,Q9VKX1,2,Q9VKX1|Q8IPB9,"CG31716, isoform A",FBgn0051716,Cnot4,0,0,1,0,0
-0.4475,-0.427,-0.6805,-0.297,-0.361,-0.53,-0.563,0.0325,-0.011,-0.605,-0.365,-0.312,Q9VJL6,3,Q9VJL6|Q8MSR7,CG5869,FBgn0028894,GMF,0,0,1,1,0
0.0125,-0.051,-0.1085,0.066,0.235,-0.253,0.103,0.1735,-0.346,-0.16,-0.366,-0.189,Q7KMM4,25,Q7KMM4,BcDNA.GH04962,FBgn0027588,GCS2alpha,0,0,0,0,0
-0.1745,-0.249,-0.4765,0.042,0.157,-0.452,-0.164,0.2285,-0.322,-0.111,-0.366,-0.055,Q00168,19,Q00168|D1YSG8|Q00168-3|Q00168-2|L0MLR4|Q058V4|L0MLP2|Q00168-4|L0MNA2|Q52KB0,Calcium/calmodulin-dependent protein kinase type II alpha chain,FBgn0264607,CaMKII,0,1,1,0,0
-0.3015,-0.373,-0.5695,-0.203,-0.003,-0.456,-0.187,0.0255,-0.431,-0.008,-0.366,-0.1,Q9W334,5,Q9W334,40S ribosomal protein S28,FBgn0030136,RpS28b,0,0,0,0,0
-0.4735,-0.506,-0.4615,-0.5,-0.053,-0.484,-0.102,-0.0825,-0.28,-0.483,-0.366,-0.44,Q9I7K0,5,Q9I7K0|Q9I7K0-6|Q9I7K0-2|B5RJ67|Q9I7K0-4|Q9I7K0-5|Q9I7K0-3,Microtubule-associated protein Jupiter,FBgn0051363,Jupiter,0,0,1,1,0
-0.5165,-0.224,-0.1125,-0.217,-0.054,-0.54,0.24,-0.1155,-0.458,-0.212,-0.366,-0.287,Q9VHN6,5,Q9VHN6,"39S ribosomal protein L19, mitochondrial",FBgn0037608,mRpL19,0,0,0,0,1
-0.1835,-0.4,-0.3695,-0.229,-0.02,-0.417,-0.124,0.1065,-0.327,0.028,-0.368,0.031,A8E6J4,8,A8E6J4|P08879|Q8IH27,FI01455p,FBgn0000150,awd,0,0,0,0,0
-0.4135,-0.398,-0.5695,-0.334,-0.034,-0.682,-0.159,-0.2615,-0.553,-0.31,-0.368,-0.41,P25822,3,P25822|P25822-3|P25822-2,Maternal protein pumilio,FBgn0003165,pum,0,0,1,0,0
-0.1375,-0.139,-0.2085,-0.127,0.103,-0.178,0.113,0.1785,-0.319,-0.119,-0.369,-0.061,Q24492,7,Q24492,Replication protein A 70 kDa DNA-binding subunit,FBgn0010173,RpA-70,0,0,0,1,0
-0.2075,-0.027,-0.2635,-0.063,0.16,-0.353,0.077,0.0315,-0.539,0.042,-0.369,-0.04,P40304,10,P40304,Proteasome subunit beta type-1,FBgn0002284,Prosbeta6,0,0,1,1,0
-0.3765,-0.337,-0.5245,-0.226,-0.249,-0.446,-0.366,0.0365,-0.125,0.177,-0.369,0.491,Q8SZM8,2,Q8SZM8|Q9VEQ1|Q9VEQ2|Q8SXY3,RH03140p,FBgn0038462,CG17556,0,0,0,0,0
0.1975,-0.155,-0.0415,0.047,0.073,-0.177,-0.135,0.3965,-0.087,-0.361,-0.37,-0.009,Q9VDH3,2,Q9VDH3,CG10830,FBgn0038839,Ktl,0,0,0,0,0
-0.2465,-0.243,-0.4345,-0.272,-0.128,-0.383,-0.184,0.0065,-0.262,-0.133,-0.37,0.023,Q8MQS7,8,Q8MQS7|Q9VKX2,Malate dehydrogenase,FBgn0262782,Mdh1,0,0,0,0,0
-0.1655,-0.389,-0.4365,-0.403,-0.539,-0.215,-0.396,-0.2395,0.352,-0.145,-0.371,0.047,Q9VXE0,3,Q9VXE0,Probable small nuclear ribonucleoprotein G,FBgn0261791,SNRPG,0,0,0,1,0
-0.5235,-0.312,-0.4755,-0.316,-0.122,-0.738,-0.129,-0.2265,-0.527,-0.014,-0.371,-0.279,Q7KU01,6,Q7KU01|Q70HU3|Q960J4|Q70HU2|Q9VPU9|Q8IPW0,"PNUTS, isoform D",FBgn0053526,PNUTS,0,0,0,1,0
-0.5865,-0.32,-0.8505,-0.474,-0.104,-0.627,0.227,-0.0695,-0.15,-0.725,-0.372,-0.587,P22058,2,P22058,Chromosomal protein D1,FBgn0000412,D1,0,0,1,1,0
-0.6145,-0.259,-0.5265,-0.236,0.125,-0.416,-0.018,-0.0835,-0.56,-0.185,-0.372,-0.235,Q7K012,10,Q7K012,Brahma associated protein 55kD,FBgn0025716,Bap55,0,0,0,0,0
0.3395,-0.489,-0.2285,-0.065,0.061,-0.499,-0.402,0.3855,-0.237,-0.255,-0.373,-0.029,P41092,9,P41092,60S ribosomal protein L27a,FBgn0285948,RpL27A,0,1,0,0,0
-0.1635,-0.22,-0.2455,-0.023,0.412,-0.539,0.305,0.0635,-0.735,0.132,-0.373,-0.205,P18053,6,P18053|Q9VA12,Proteasome subunit alpha type-4,FBgn0261394,Prosalpha3,0,0,1,1,0
-0.5245,-0.226,-0.4795,-0.25,-0.065,-0.425,-0.025,-0.0885,-0.483,-0.107,-0.373,-0.164,A5XD83,14,A5XD83|A5XD87|Q9VAN7|A5XD86|A5XD88|A5XD89|Q9GU73|Q8MR44|Q9VGB6,Phosphoglycerate mutase (Fragment),FBgn0014869,Pglym78,0,0,0,0,0
-0.6075,-0.46,-0.7905,-0.315,-0.111,-0.381,-0.263,0.1395,-0.163,-0.267,-0.373,0.012,Q9VAG9,3,Q9VAG9,CG7789,FBgn0039698,CG7789,0,0,0,0,0
-0.1525,-0.291,-0.3965,-0.123,0.219,-0.465,-0.015,0.1315,-0.446,-0.231,-0.374,-0.169,Q7KUB1,17,Q7KUB1|B7Z0E0|Q9VSI6|Q8IQA7|Q7KUB0|C8VV61,Isocitrate dehydrogenase [NADP],FBgn0001248,Idh,0,0,0,0,1
-0.2485,0.112,-0.1025,-0.193,-0.206,-0.246,-0.013,-0.0665,-0.2,-0.164,-0.374,0.052,Q9VXF9,5,Q9VXF9,AT13091p,FBgn0030753,rngo,0,0,1,1,0
-0.3375,-0.259,-0.4005,-0.258,0.104,-0.476,0.137,-0.0765,-0.616,0.112,-0.374,-0.239,Q9VKQ3,7,Q9VKQ3,Ribosome biogenesis protein WDR12 homolog,FBgn0032298,CG6724,1,1,0,1,0
-0.7365,-0.344,-0.7665,-0.376,-0.233,-0.788,-0.208,-0.3515,-0.526,-0.337,-0.374,-0.4,Q86PA8,2,Q86PA8|Q9VGP6,LD34406p,FBgn0264694,mgr,0,0,0,0,0
0.0165,-0.241,-0.2425,0.041,0.376,-0.555,0.059,0.1865,-0.735,-0.062,-0.375,-0.216,Q9VYD9,7,Q9VYD9|Q8T9D5|Q7KV27,AT04676p,FBgn0030478,CG1640,0,0,0,0,1
-0.3555,-0.557,-0.5625,-0.474,0.036,-0.701,-0.128,0.0355,-0.381,-0.155,-0.376,-0.054,Q9VM69,4,Q9VM69|A0ANY9|A0ANZ0|Q9U5W4,CG10206-PA,FBgn0026196,nop5,0,0,0,0,0
-0.2335,-0.71,-0.4085,-0.502,0.138,-0.442,-0.045,0.0665,-0.439,-0.405,-0.378,-0.438,P54399,26,P54399|P54399-2,Protein disulfide-isomerase,FBgn0014002,Pdi,0,0,1,0,0
-0.3725,-0.103,-0.1515,-0.259,-0.04,-0.284,0.08,-0.0395,-0.446,-0.033,-0.378,-0.067,Q9VI10,3,Q9VI10,Probable small nuclear ribonucleoprotein Sm D2,FBgn0261789,SmD2,0,0,0,1,0
0.2095,0.083,0.1285,-0.142,0.061,-0.083,-0.188,0.2105,-0.128,-0.567,-0.379,-0.174,P27398,4,P27398|E1JJ98|P27398-4|P27398-3|F3YDJ2|P27398-2,Calpain-D,FBgn0003464,sol,0,0,1,0,0
0.0205,-0.399,-0.3085,-0.041,0.102,-0.323,-0.177,0.2395,-0.191,-0.329,-0.379,-0.241,Q9VF86,14,Q9VF86,CG6218,FBgn0038321,CG6218,0,0,0,0,0
-0.1405,-0.169,-0.1515,-0.086,-0.793,-0.428,-0.319,-0.2155,-0.15,0.075,-0.379,0.594,C6TP78,6,C6TP78|Q76NR6|Q9VYR1,GH22783p (Fragment),FBgn0030362,regucalcin,0,0,0,0,0
-0.4435,-0.524,-0.8665,-0.482,0.458,-0.76,0.033,-0.2675,-0.689,0.06,-0.381,-0.294,Q9VW09,3,Q9VW09,E3 ubiquitin-protein ligase listerin,FBgn0262517,Ltn1,0,0,0,0,0
-0.8165,-0.199,-0.5575,-0.546,-0.046,-0.497,0.16,-0.2425,-0.761,-0.272,-0.385,-0.482,Q9VU87,3,Q9VU87,Vacuolar protein-sorting-associated protein 36,FBgn0086785,Vps36,0,1,1,0,0
-0.1235,-0.415,-0.3055,-0.324,0.073,-0.361,-0.088,0.1245,-0.26,-0.485,-0.386,-0.291,Q32KE6,8,Q32KE6|Q95028,RE54418p,FBgn0001258,Ldh,0,0,1,0,0
-0.5545,-0.286,-0.4515,-0.536,-0.299,-0.437,0.024,-0.3265,-0.166,0.005,-0.389,-0.007,Q9VU84,5,Q9VU84,Drebrin-like protein,FBgn0036372,Abp1,0,0,1,0,0
-1.0005,-0.385,-0.9025,-0.521,-0.197,-0.606,-0.067,-0.3125,-0.475,-0.284,-0.389,-0.215,Q9VT47,3,Q9VT47|Q9VT45|Q960H7|Q8IQC8|Q8SXS6,"CG42268, isoform D",FBgn0259163,CG42268,0,0,0,0,0
-0.2905,-0.195,-0.4165,-0.129,0.234,-0.438,-0.051,0.0825,-0.42,-0.172,-0.39,-0.374,Q7KLW9,12,Q7KLW9|Q24055,BcDNA.LD02793,FBgn0261119,Prp19,0,0,0,0,0
-0.5205,-0.223,-0.6195,-0.374,-0.375,-0.524,-0.301,-0.1515,-0.135,-0.091,-0.39,0.005,Q9V405,7,Q9V405|E1UIA5|Q9VH79|Q8MZ73,26S proteasome regulatory complex subunit p48A,FBgn0028686,Rpt3,0,0,0,1,0
-0.3315,-0.434,-0.6605,-0.267,0.03,-0.483,-0.207,-0.1055,-0.587,-0.396,-0.391,-0.448,Q4AB54,6,Q4AB54|Q4ABD8|P02255|Q4ABE3|Q4AB94|Q5BI49|C4IY08,Histone H1,FBgn0053855 ,His1:CG33855,0,0,0,1,0
-0.4075,-0.097,-0.1855,-0.303,-0.11,-0.074,0.224,-0.1765,-0.395,-0.143,-0.392,-0.022,C8VV34,4,C8VV34|Q9W058|Q8IRG3,Succinyl-CoA:3-ketoacid-coenzyme A transferase,FBgn0035298,SCOT,0,0,0,0,1
0.0275,0.024,-0.1885,0.202,0.319,-0.36,0.134,0.2135,-0.538,-0.452,-0.393,-0.528,Q9VAV5,2,Q9VAV5|E1JJ04|Q6NN83|Q8IHA1,"Dynein heavy chain at 89D, isoform B",FBgn0013813,Dhc98D,0,0,0,0,0
-0.1785,-0.208,-0.3595,0.043,0.152,-0.449,-0.131,0.3355,-0.376,-0.257,-0.393,-0.082,Q9W0C3,14,Q9W0C3,CG13928,FBgn0035246,CG13928,0,0,0,0,0
-0.2985,-0.451,-0.4505,-0.206,-0.032,-0.573,-0.332,-0.0265,-0.371,-0.269,-0.395,-0.194,Q4QPQ0,15,Q4QPQ0|A9J7N9|Q9VLC5|B0F5B7|B0F584|B0F5A6|B0F586|B0F585|B0F5B1|B0F590|B0F597|B0F5B3|B0F593|B0F5B2|E8NH42|B0F5A7,GH22814p (Fragment),FBgn0012036,Aldh,0,0,0,0,0
0.0815,-0.395,-0.5295,-0.004,0.273,-0.417,-0.107,0.2605,-0.295,-0.23,-0.397,-0.228,P13008,4,P13008,40S ribosomal protein S26,FBgn0261597,RpS26,0,1,1,0,0
-0.2005,-0.155,-0.4025,0.002,0.162,-0.349,0.017,0.2545,-0.472,-0.191,-0.401,-0.029,Q9VTW1,6,Q9VTW1|Q9VTW0|F0JAK0,"CG4300, isoform B",FBgn0036272,Sms,0,0,0,0,0
-0.5465,-0.619,-0.4745,-0.477,-0.039,-0.567,-0.181,-0.2305,-0.524,-0.06,-0.401,-0.068,Q9VIG0,6,Q9VIG0|Q8SZL6,CG9257,FBgn0032916,CG9257,0,1,0,0,0
-0.7075,-0.744,-0.5125,-0.792,-1.049,-0.657,-0.859,-0.4375,0.214,-1.06,-0.401,-0.475,Q9VBZ5,7,Q9VBZ5|Q8IMU5|Q8IGP2|A8JRA4,"CG6422, isoform A",FBgn0039261,Ythdf,0,0,1,0,0
-0.7865,-0.549,-0.8285,-0.515,-0.48,-0.331,-0.134,-0.1595,0.052,-0.304,-0.401,-0.243,O76863,4,O76863,EG:100G10.3 protein,FBgn0024996,eIF2Bbeta,0,0,1,0,0
-0.2115,-0.191,-0.3385,-0.054,0.14,-0.474,0.105,0.0185,-0.681,0.034,-0.402,-0.009,Q9V470,9,Q9V470|F3YDH6|Q8IQ64,LD44970p,FBgn0029118,ScsbetaG,0,0,0,0,1
-0.1585,-0.73,-0.2605,-0.761,-0.258,-0.62,-0.34,-0.1035,-0.408,-0.596,-0.403,-0.734,Q9VXC1,3,Q9VXC1,CG34325,FBgn0085354,CG34325,0,0,0,0,0
-0.7855,-0.185,-0.4525,-0.443,-0.76,-0.22,-0.215,-0.2735,-0.167,-0.708,-0.404,-0.155,H1UUD4,4,H1UUD4|E4NKL2|Q8IPU3|Q9VPB3|Q9I7P8,FI19313p1 (Fragment),FBgn0037024,tzn,0,0,0,0,0
-0.1045,-0.271,-0.3835,0.041,0.223,-0.36,-0.003,0.2385,-0.379,-0.154,-0.405,-0.067,O18334,12,O18334|O18332|Q9W5X0|P25228|O18338|F0JAF7|Q95RH7|O15971|D5AEN5|Q9VM50|Q9W3Q0|Q8SYS5|O18336|Q8T046|Q86BK8|Q86BK7|F6J915|Q7KY04|Q9VC31|Q9V3C2|B5RJE3|Q8MRA4|Q9VP48|Q9W2S9|Q4V4N9|Q4V4D6|Q8IPT6|O18339|H0RN69|A8E6Y4|B3DNG5|G4LU43|Q8IRK8|Q8IRK9|Q9VZ47|B3DMR9|B3DMX4|Q8MSX0,GH09086p,FBgn0015797,Rab6,0,1,0,0,0
-0.4675,-0.373,-0.7115,-0.425,0.191,-0.596,-0.01,-0.0565,-0.62,-0.024,-0.407,-0.21,Q9VJ38,2,Q9VJ38,"39S ribosomal protein L13, mitochondrial",FBgn0032720,mRpL13,0,0,0,0,1
-0.6845,-0.494,-0.4995,-0.624,-0.283,-0.545,-0.343,-0.2955,-0.466,-0.31,-0.407,-0.466,Q86S05,4,Q86S05|Q86S05-2|Q86S05-3|D0Z768,Protein lingerer,FBgn0020279,lig,0,0,1,1,0
-0.7045,-0.562,-0.8735,-0.431,-0.601,-0.808,-0.739,-0.2675,-0.114,-0.314,-0.407,0.05,Q9VNE2,2,Q9VNE2,Protein extra bases,FBgn0250753,kra,0,0,1,0,0
-0.1225,-0.348,-0.5395,-0.056,0.323,-0.487,-0.036,0.2015,-0.502,-0.004,-0.408,-0.139,Q4AB31,13,Q4AB31|Q86NK8|Q86BR9|Q8INB6|Q8IHB0|Q59DW8|Q9VEX2|Q6NNA8,"Gilgamesh, isoform G",FBgn0250823,gish,1,1,0,1,0
-0.3555,-0.349,-0.5985,-0.104,0.053,-0.561,-0.148,0.0655,-0.473,-0.133,-0.408,-0.095,Q76NQ0,15,Q76NQ0|Q6NP35|Q8IH64,CG33303,FBgn0053303,CG33303,0,1,0,0,0
-0.3975,-0.221,-0.3975,-0.138,0.009,-0.264,0.021,0.0935,-0.304,-0.165,-0.408,-0.234,P48809,13,P48809|L0CPX5|L0CRN0|L0CR94|L0CRY2|L0CQ61|L0CQ56|L0CRY8|L0CRN5,Heterogeneous nuclear ribonucleoprotein 27C,FBgn0004838,Hrb27C,0,0,1,1,0
-0.1625,-0.237,-0.4595,-0.036,0.142,-0.46,-0.04,0.0145,-0.331,0.053,-0.409,0.089,Q7KLW5,10,Q7KLW5|Q7KN94,LD07532p (Fragment),FBgn0010516,wal,0,0,0,0,1
-0.3175,-0.259,-0.4785,-0.174,-0.011,-0.521,-0.13,0.0175,-0.412,-0.228,-0.409,-0.124,P48602,20,P48602|Q27331|Q8MLX7|Q8MXF7|Q9VK47|Q8T464,V-type proton ATPase catalytic subunit A isoform 1,FBgn0265262,Vha68-1,0,1,0,0,0
-0.1545,-0.26,-0.4205,0.008,0.041,-0.481,-0.155,0.1285,-0.362,-0.214,-0.41,-0.119,Q24560,31,Q24560|A1ZBL0|E0R982|A1ZBL1|P61857|P08841|Q7M3K1|Q9VAX7|Q8MST5|Q7M3J9|Q7M3K0,Tubulin beta-1 chain,FBgn0284243,betaTub56D,0,0,1,0,0
-0.3755,-0.411,-0.8365,-0.236,0.078,-0.503,-0.623,0.1785,-0.232,-0.668,-0.41,-0.417,Q9Y0S9,2,Q9Y0S9,"Abelson interacting protein, isoform A",FBgn0020510,Abi,0,1,1,0,0
-0.7035,-0.525,-0.6035,-0.424,-0.489,-0.627,-0.596,-0.2725,-0.312,0.15,-0.41,0.383,Q9W2A3,2,Q9W2A3,CG13501,FBgn0034684,CG13501,0,0,0,0,0
-0.5235,-0.289,-0.4735,-0.376,0.35,-0.283,0.431,0.0435,-0.759,0.094,-0.411,-0.184,J7KDD3,2,J7KDD3|J7KAL6|J7KDL1|J7K8T2|J7KE27|J7KAE4|J7KFK9|J7KGR2|J7KG99|J7KFL3|J7KGZ0|J7KGZ6|J7K937|J7KDQ6|J7KGE0|J7K8X3|J7KAH6|J7KDS0|J7KDS6|J7KFW6|J7KGE9|J7KDQ0|J7K8J1|J7K8P1|J7KA49|J7KAG0|J7KFZ8|J7K8M6|J7KFV3|J7K8Y6|J7KAB6|J7KAD8|J7KDI8|J7KDL7|J7KDU6|J7KFQ6|J7KFD5|J7KFP0|J7KFG3|J7K947|J7KG25|J7KGU6|J7KFE6|J7KFU1|J7K8S4|J7K968|J7KGG6|J7KDG9|J7K8R3|J7KDU1|J7KFN6|J7KG05|J7KG12|J7KH34|J7K8Y0|J7K8U1|J7KGN7|J7KAW4|J7KA84|J7KGP3|J7K8T6|J7KFJ0|J7KFM3|J7KG65|J7K8Q1|J7K8R8|J7K8W3|J7K8Z6|J7KFL9|J7KFS5|J7KA40|J7KDK5|J7KG54|J7KGC0|J7KH01|J7KAJ2|J7KGG0|J7KAC7|J7KFQ2|J7KGQ0|J7KGN0|J7KGW0|J7KAN4|J7K8W9|J7KE06|J7KAT5|J7KE85|J7KE33|J7KFK4|J7KH40|J7KGK5|J7KFG9|J7KH15|J7KFR0|J7KG90,FBP2 (Fragment),FBgn0000640 ,Fbp2,0,0,0,0,0
